"id_perusahaan","nama_perusahaan","kategori_bidang","spesialisasi_bidang","kota_sumsel","deskripsi_singkat","prediksi_skill_dibutuhkan","sumber_data"
"PSM640","Firma Transportasi Nusantara Prabumulih","Transportasi","Transportasi Udara (Pengelola Bandara)","Prabumulih","Firma Transportasi Nusantara Prabumulih adalah perusahaan yang bergerak di bidang Transportasi, dengan fokus pada Transportasi Udara (Pengelola Bandara). Berlokasi di Prabumulih, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Community Development Perkebunan;Reasuransi (Dasar);Layanan Penumpang Kereta;Jembatan;Manajemen Event & Banquet","Transkripsi Gambar & Riset"
"PSM641","UD Pendidikan Raya Syariah","Pendidikan","Pendidikan Tinggi & Penelitian","Lahat;Baturaja (OKU)","Sebagai pemain di industri Pendidikan, UD Pendidikan Raya Syariah yang berbasis di Lahat dan Baturaja (OKU) mengkhususkan diri dalam Pendidikan Tinggi & Penelitian. Dedikasi pada kualitas adalah prioritas utama.","Silvikultur & Pembibitan;Budidaya Ikan Air Tawar/Payau;Metode Pelaksanaan Konstruksi;Operasional Pabrik Semen;Reklamasi Lahan Tambang;Sumber Daya Manusia;Analisis Kredit (Konsumer;Gerbong)","Riset Tambahan"
"PSM642","CV Energi Karya","Energi","Minyak & Gas Bumi (Hulu)","Palembang; Kayu Agung","Sebagai pemain di industri Energi, CV Energi Karya yang berbasis di Palembang dan  Kayu Agung mengkhususkan diri dalam Minyak & Gas Bumi (Hulu). Dedikasi pada kualitas adalah prioritas utama.","Perencanaan Tambang Jangka Panjang/Pendek;Supply Chain Management;Supply Chain Management Energi;Pengembangan Perangkat Lunak;GIS untuk Perkebunan;Pemasaran Produk Perbankan;Operasi Pembangkit Listrik (PLTU","Data Generasi Otomatis"
"PSM643","PT Sriwijaya Air Transportasi","Transportasi","Transportasi Darat (Perkeretaapian)","Prabumulih","Sebagai pemain di industri Transportasi, PT Sriwijaya Air Transportasi yang berbasis di Prabumulih mengkhususkan diri dalam Transportasi Darat (Perkeretaapian). Dedikasi pada kualitas adalah prioritas utama.","Nutrisi Ternak Unggas/Ikan;Manajemen Inventaris Ritel;Pemasaran & Komersial Bandara;Akuisisi & Manajemen Merchant/Driver;Estimasi Biaya Proyek (Quantity Surveyor);Manajemen Klaim Asuransi;Manajemen Kualitas Semen;Teknik Perminyakan (Produksi/Reservoir)","Data Generasi Otomatis"
"PSM644","UD Energi Lestari","Energi","Ketenagalistrikan Lokal","Lahat;Indralaya","Beroperasi di Lahat dan Indralaya, UD Energi Lestari menawarkan keahlian dalam Ketenagalistrikan Lokal di sektor Energi. Mereka dikenal karena inovasi dan kualitas.","Pemasaran & Komersial Bandara;Pemasaran Digital Lokal;Teknologi Produksi Pakan;Analisis Data Pelanggan Seluler (Customer Analytics)","Transkripsi Gambar & Riset"
"PSM645","Perum Material Karya Kayu Agung Corp","Material Konstruksi","Semen","Kayu Agung;Baturaja (OKU)","Veniam quae aspernatur ipsa. Tempora quas vitae voluptates officia saepe unde.","Scouting & Analisis Pemain (Dasar);Analisis Data Perilaku Pengguna Lokal;Manajemen Dana Pihak Ketiga Syariah;Reklamasi Lahan Tambang;Pengadaan & Kontrak Konstruksi Tol;Community Development Perkebunan;Layanan Pelanggan Digital;Pemeliharaan Listrik Pembangkit;Pengembangan Perangkat Lunak","Transkripsi Gambar & Riset"
"PSM646","CV Transportasi","Transportasi","Transportasi Darat (Perkeretaapian)","Prabumulih","CV Transportasi menyediakan solusi Transportasi dengan spesialisasi Transportasi Darat (Perkeretaapian) untuk pasar di Prabumulih dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Perlindungan Hutan & Pengendalian Kebakaran;Rantai Dingin Distribusi Produk Segar/Beku;Logistik Barang via Kereta;Reklamasi Lahan Tambang;Survei & Pemetaan Lahan Tol;Pemasaran Digital;Manajemen Operasional Jalan Tol","Data Generasi Otomatis"
"PSM647","UD Layanan Utama","Layanan Publik","Teknologi Informasi & Komunikasi Pemerintahan","Palembang; Indralaya","UD Layanan Utama adalah perusahaan yang bergerak di bidang Layanan Publik, dengan fokus pada Teknologi Informasi & Komunikasi Pemerintahan. Berlokasi di Palembang dan  Indralaya, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Pemecahan Masalah;AutoCAD & Software Desain Teknik;HSE Operasi Migas;Pengolahan Hasil Perkebunan (Primer);Teknik Mesin Industri Berat","Riset Tambahan"
"PSM648","Yayasan Regulator Palembang","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Palembang; Kayu Agung","Sebagai pemain di industri Regulator Keuangan, Yayasan Regulator Palembang yang berbasis di Palembang dan  Kayu Agung mengkhususkan diri dalam Pengawasan Sektor Jasa Keuangan. Dedikasi pada kualitas adalah prioritas utama.","Teknik Sarana Kereta Api (Lokomotif;Survei & Pemetaan Lahan Tol;Pemasaran & Sponsorship Olahraga;Tembaga)","Analisis Internal"
"PSM649","CV Manufaktur","Manufaktur","Pupuk & Petrokimia","Sekayu (Muba)","Beroperasi di Sekayu (Muba), CV Manufaktur menawarkan keahlian dalam Pupuk & Petrokimia di sektor Manufaktur. Mereka dikenal karena inovasi dan kualitas.","Penunjang Medis (Laboratorium;GIS & Pemetaan Tambang;Teknologi Informasi & Komunikasi (TIK);Teknik Sipil Sumber Daya Air (Irigasi;Perencanaan Tambang Jangka Panjang/Pendek;Pemasaran & Kerjasama Program Radio;Ground Operations & Customer Handling;Manajemen Peternakan Ayam (Broiler/Layer)","Analisis Internal"
"PSM650","CV Agribisnis Jaya Lubuklinggau","Agribisnis & Kehutanan","Hutan Tanaman Industri (HTI)","Lubuklinggau;Indralaya","CV Agribisnis Jaya Lubuklinggau menyediakan solusi Agribisnis & Kehutanan dengan spesialisasi Hutan Tanaman Industri (HTI) untuk pasar di Lubuklinggau dan Indralaya dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Perlindungan Konsumen Keuangan;Pemeliharaan Mesin Pembangkit;Teknik Perminyakan;Keuangan;GIS untuk Perkebunan;Farmasi Klinis & Manajemen Obat;UKM;Quality Control Produk Peternakan;Teknik Sipil (Jalan Tol & Jembatan)","Transkripsi Gambar & Riset"
"PSM651","CV Manufaktur Mulia Prabumulih Group","Manufaktur","Pupuk & Petrokimia","Prabumulih;Palembang; Indralaya","Beroperasi di Prabumulih dan Palembang dan  Indralaya, CV Manufaktur Mulia Prabumulih Group menawarkan keahlian dalam Pupuk & Petrokimia di sektor Manufaktur. Mereka dikenal karena inovasi dan kualitas.","Pengolahan Limbah Industri Pulp & Kertas;Operasional Bank Syariah;Machine Learning;Survei & Pemetaan Lahan Tol;Teknologi Konstruksi Jalan;Operasi & Pemeliharaan Infrastruktur Air;Perpustakaan Digital & Literasi Informasi","Analisis Internal"
"PSM652","Yayasan Energi","Energi","Ketenagalistrikan Lokal","Palembang; Indralaya;Indralaya","Deserunt atque error dicta odit. Cum soluta amet et quaerat excepturi.","Manajemen Logistik Maritim;Teknik Pertambangan;Layanan Pelanggan;Optimalisasi Jaringan Radio (RF Optimization);Teknologi Produksi Pakan;Operasional Alat Berat;Rantai Dingin Distribusi Produk Segar/Beku","Analisis Internal"
"PSM653","Perum Manufaktur Cipta","Manufaktur","Industri Pulp & Kertas","Lubuklinggau","Perum Manufaktur Cipta adalah perusahaan yang bergerak di bidang Manufaktur, dengan fokus pada Industri Pulp & Kertas. Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Pemasaran & Kerjasama Program Radio;Manajemen Transportasi Darat;Pengawasan Kepatuhan (Compliance);Kerjasama Universitas & Industri","Data Generasi Otomatis"
"PSM654","PT Pendidikan Palembang","Pendidikan","Pendidikan Tinggi & Penelitian","Palembang; Indralaya;Palembang","Beroperasi di Palembang dan  Indralaya dan Palembang, PT Pendidikan Palembang menawarkan keahlian dalam Pendidikan Tinggi & Penelitian di sektor Pendidikan. Mereka dikenal karena inovasi dan kualitas.","Food & Beverage Service/Production;Teknik Sipil Sumber Daya Air (Irigasi;Pemasaran & Komersial Bandara;Perpustakaan Digital & Literasi Informasi;Pemasaran Digital;SAP","Data Generasi Otomatis"
"PSM655","Yayasan Asuransi","Asuransi","Asuransi Umum","Palembang; lokasi proyek","Explicabo sed odio voluptate.","Manajemen Proyek Energi;Komersial);Pengembangan & Pengelolaan Aplikasi Pemerintahan (e-Government);GIS & Pemetaan Tambang;Operasional Perkeretaapian;Silvikultur & Pembibitan;Manajemen Proyek","Transkripsi Gambar & Riset"
"PSM656","Yayasan Perhotelan Nusantara","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Palembang","Sebagai pemain di industri Perhotelan & Pariwisata, Yayasan Perhotelan Nusantara yang berbasis di Palembang mengkhususkan diri dalam Akomodasi & Layanan Perhotelan. Dedikasi pada kualitas adalah prioritas utama.","Pengabdian Masyarakat;Mudharabah;Metode Pelaksanaan Konstruksi;GIS untuk Perkebunan","Data Generasi Otomatis"
"PSM657","Perum Regulator Raya Sekayu","Regulator Keuangan","Pengawasan Sektor Jasa Keuangan","Sekayu (Muba);Palembang; Indralaya","Expedita impedit at perferendis animi odio. Earum rem odit nulla perspiciatis nisi.","Cyber Security;Akuntansi;Manajemen Proyek Jalan Tol;Front Office Management;Klaim Asuransi Kredit;Operasi & Pemeliharaan Infrastruktur Air","Data Generasi Otomatis"
"PSM658","CV Agribisnis Kayu Agung","Agribisnis","Peternakan Terpadu & Pakan","Kayu Agung","CV Agribisnis Kayu Agung menyediakan solusi Agribisnis dengan spesialisasi Peternakan Terpadu & Pakan untuk pasar di Kayu Agung dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","HSE Perkebunan;Teknologi Jaringan Seluler (4G LTE;Analisis Data Pelanggan Seluler (Customer Analytics);Cloud Computing (Dasar);Operasional Alat Berat;Jaringan Akses (Fiber Optik;Perencanaan Kehutanan & Inventarisasi Hutan;Manajemen Operasi Penerbangan;SQL;Digital Banking Product Management","Analisis Internal"
"PSM659","Perum VIII Layanan Palembang","Layanan Publik","Pengelolaan Sumber Daya Air","Palembang; Kayu Agung","Perum VIII Layanan Palembang adalah perusahaan yang bergerak di bidang Layanan Publik, dengan fokus pada Pengelolaan Sumber Daya Air. Berlokasi di Palembang dan  Kayu Agung, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Manajemen Proyek Energi;Manajemen Operasi Penerbangan;Manajemen Lalu Lintas Proyek;Operasional Perbankan Modern;Pemasaran Produk Digital;Hukum Bisnis & Jaminan;Pemasaran Produk Gadget & Elektronik;Logistik Barang via Kereta;Manajemen Kontrak Konstruksi","Riset Tambahan"
"PSM660","PT Agribisnis Cipta Group","Agribisnis & Kehutanan","Hutan Tanaman Industri (HTI)","Baturaja (OKU)","PT Agribisnis Cipta Group adalah perusahaan yang bergerak di bidang Agribisnis & Kehutanan, dengan fokus pada Hutan Tanaman Industri (HTI). Berlokasi di Baturaja (OKU), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","AutoCAD & Software Desain Teknik;Hukum Bisnis & Jaminan;Manajemen Transportasi Darat;Komunikasi Publik & Kehumasan Pemerintah;Metode Pelaksanaan Konstruksi","Riset Tambahan"
"PSM661","Perum Perhotelan","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Indralaya","Perum Perhotelan menyediakan solusi Perhotelan & Pariwisata dengan spesialisasi Akomodasi & Layanan Perhotelan untuk pasar di Indralaya dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Manajemen Kanal Penjualan (Direct/Indirect);K3 Migas;Sales & Marketing Perhotelan;Teknik Sipil Sumber Daya Air (Irigasi;AI;Digital Banking Product Management;Pemeliharaan Infrastruktur Jalan Tol","Riset Tambahan"
"PSM662","PT Keuangan Ritel Solusindo Syariah","Ritel","Distribusi & Ritel Produk Digital & Gaya Hidup","Lahat","PT Keuangan Ritel Solusindo Syariah menyediakan solusi Ritel dengan spesialisasi Distribusi & Ritel Produk Digital & Gaya Hidup untuk pasar di Lahat dan sekitarnya. Perusahaan mengutamakan kepuasan pelanggan.","Air Traffic Services (Dasar);Komunikasi;Analisis & Tata Kelola Data Pemerintah;Ground Operations & Customer Handling","Analisis Internal"
"PSM663","Yayasan Olahraga","Olahraga & Hiburan","Klub Sepak Bola Profesional","Palembang; Indralaya;Kayu Agung","Sebagai pemain di industri Olahraga & Hiburan, Yayasan Olahraga yang berbasis di Palembang dan  Indralaya dan Kayu Agung mengkhususkan diri dalam Klub Sepak Bola Profesional. Dedikasi pada kualitas adalah prioritas utama.","Teknik Sipil Sumber Daya Air (Irigasi;Wealth Management;Manajemen Lalu Lintas Proyek;Analisis Data;Prinsip & Produk Perbankan Syariah","Riset Tambahan"
"PSM664","Perum Indonesia Pelabuhan Material","Material Konstruksi","Semen","Sekayu (Muba)","Sebagai pemain di industri Material Konstruksi, Perum Indonesia Pelabuhan Material yang berbasis di Sekayu (Muba) mengkhususkan diri dalam Semen. Dedikasi pada kualitas adalah prioritas utama.","Teknik Mesin Produksi Semen;Teknologi Jaringan Seluler (4G LTE;Layanan Penerbangan (Passenger Handling;Pemasaran Digital;Manajemen Kontrak Konstruksi;Sales & Marketing Perhotelan;Cyber Security","Transkripsi Gambar & Riset"
"PSM665","Yayasan Universitas Sriwijaya Ritel Syariah","Ritel","Distribusi & Ritel Produk Digital & Gaya Hidup","Lubuklinggau","Sebagai pemain di industri Ritel, Yayasan Universitas Sriwijaya Ritel Syariah yang berbasis di Lubuklinggau mengkhususkan diri dalam Distribusi & Ritel Produk Digital & Gaya Hidup. Dedikasi pada kualitas adalah prioritas utama.","Manajemen Produksi Pakan Ternak;Fasilitas Produksi Migas;Geosains;PLTA);Pemasaran Produk Asuransi;Manajemen Klaim Asuransi;Manajemen Siaran Radio;Hidrologi & Hidrometri","Analisis Internal"
"PSM666","Firma Perhotelan Perdana Tbk","Perhotelan & Pariwisata","Akomodasi & Layanan Perhotelan","Lubuklinggau","Firma Perhotelan Perdana Tbk adalah perusahaan yang bergerak di bidang Perhotelan & Pariwisata, dengan fokus pada Akomodasi & Layanan Perhotelan. Berlokasi di Lubuklinggau, perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Analisis Pembiayaan Syariah (Murabahah;Teknik Sipil Sumber Daya Air (Irigasi;Layanan Nasabah Prima;Pemetaan GIS/Remote Sensing Kehutanan","Data Generasi Otomatis"
"PSM667","CV Baturaja Layanan Sekayu","Layanan Publik","Pengelolaan Sumber Daya Air","Sekayu (Muba)","CV Baturaja Layanan Sekayu adalah perusahaan yang bergerak di bidang Layanan Publik, dengan fokus pada Pengelolaan Sumber Daya Air. Berlokasi di Sekayu (Muba), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Kerjasama Universitas & Industri;Ground Handling);Rantai Dingin Distribusi Produk Segar/Beku;Manajemen Operasional Hotel;Teknik Perminyakan (Produksi/Reservoir);Prinsip & Produk Perbankan Syariah","Transkripsi Gambar & Riset"
"PSM668","Perum Layanan","Layanan Publik","Teknologi Informasi & Komunikasi Pemerintahan","Prabumulih","Possimus ratione sequi nulla autem.","Sistem Informasi Akademik;Kerja Tim;Teknologi Informasi & Komunikasi (TIK);Instrumentasi & Kontrol Proses","Analisis Internal"
"PSM669","Firma Asuransi Indralaya Syariah","Asuransi","Asuransi Umum","Indralaya;Palembang","Beroperasi di Indralaya dan Palembang, Firma Asuransi Indralaya Syariah menawarkan keahlian dalam Asuransi Umum di sektor Asuransi. Mereka dikenal karena inovasi dan kualitas.","K3 Lingkungan Pembangkitan;Manajemen Operasional Platform Digital;Sistem Persinyalan Kereta Api;Machine Learning;Rekam Medis & Sistem Informasi RS;Manajemen Siaran Radio;Manajemen Event & Banquet;Metode Pelaksanaan Konstruksi;Ground Operations & Customer Handling;Musyarakah)","Riset Tambahan"
"PSM670","UD Sumbagsel Konstruksi Ogan Komering Ilir (Persero)","Konstruksi","Infrastruktur Jalan Tol","Ogan Komering Ilir (OKI)","Animi praesentium laborum.","Pemeliharaan Mesin Pembangkit;Teknik Mesin Produksi Semen;Digital Banking Product Management;Analisis Data Perilaku Pengguna Lokal;Manajemen Dana Pihak Ketiga Syariah;Java;Jurnalisme Radio & Produksi Program;Farmasi Klinis & Manajemen Obat","Riset Tambahan"
"PSM671","Yayasan Karya Waskita Kesehatan Syariah","Kesehatan","Layanan Kesehatan Rujukan Nasional","Lubuklinggau","Beroperasi di Lubuklinggau, Yayasan Karya Waskita Kesehatan Syariah menawarkan keahlian dalam Layanan Kesehatan Rujukan Nasional di sektor Kesehatan. Mereka dikenal karena inovasi dan kualitas.","PLTG;Pemasaran Digital;Teknik Prasarana Kereta Api (Rel;HSE Konstruksi;Pemeliharaan Mesin Pembangkit","Riset Tambahan"
"PSM672","UD Bank Babel Pertambangan","Pertambangan","Batubara","Lahat","Cumque deleniti ipsum esse. Corporis dignissimos laborum at.","Layanan Pelanggan Ritel;Kerja Tim;Pengadaan & Kontrak Konstruksi Tol;Manajemen Dana Pihak Ketiga Syariah;Sumber Daya Manusia;Radiologi);Pengabdian Masyarakat","Transkripsi Gambar & Riset"
"PSM673","CV Ritel Nusantara Corp","Ritel","Distribusi & Ritel Produk Digital & Gaya Hidup","Sekayu (Muba)","CV Ritel Nusantara Corp adalah perusahaan yang bergerak di bidang Ritel, dengan fokus pada Distribusi & Ritel Produk Digital & Gaya Hidup. Berlokasi di Sekayu (Muba), perusahaan ini berkomitmen untuk memberikan layanan terbaik.","Manajemen Transportasi Darat;Teknik Sarana Kereta Api (Lokomotif;Customer Relationship Management (CRM);Manajemen Energi & Utilitas Pabrik Besar;K3 Migas","Transkripsi Gambar & Riset"
"PSM674","PT Layanan Abadi Corp","Layanan Publik","Pengelolaan Sumber Daya Air","Ogan Komering Ilir (OKI)","Sunt rem accusamus doloribus. Minus cupiditate deserunt eius.","Keamanan Informasi Pemerintah (Dasar);Silvikultur & Pembibitan;Administrasi Rumah Sakit;Manajemen Produksi Pakan Ternak;Pemasaran Digital Lokal;Basic Aircraft Maintenance Awareness;Keuangan","Data Generasi Otomatis"
"PSM675","Firma Pendidikan","Pendidikan","Pendidikan Tinggi & Penelitian","Sekayu (Muba)","Beroperasi di Sekayu (Muba), Firma Pendidikan menawarkan keahlian dalam Pendidikan Tinggi & Penelitian di sektor Pendidikan. Mereka dikenal karena inovasi dan kualitas.","Analisis Laporan Keuangan Lembaga Jasa Keuangan;Manajemen Event Pertandingan;GIS untuk Sumber Daya Air;Geosains;Teknik Distribusi Tenaga Listrik Skala Kecil","Transkripsi Gambar & Riset"
"PSM676","UD Kesehatan","Kesehatan","Layanan Kesehatan Rujukan Nasional","Baturaja (OKU)","Sebagai pemain di industri Kesehatan, UD Kesehatan yang berbasis di Baturaja (OKU) mengkhususkan diri dalam Layanan Kesehatan Rujukan Nasional. Dedikasi pada kualitas adalah prioritas utama.","Logistik Barang via Kereta;Geosains;Komunikasi;Analisis Data Operasional;Manajemen Siaran Radio;Supply Chain Management Energi","Data Generasi Otomatis"
"PSM677","Perum Manufaktur Energitama","Manufaktur","Industri Pulp & Kertas","Ogan Komering Ilir (OKI);Palembang; lokasi proyek","Beroperasi di Ogan Komering Ilir (OKI) dan Palembang dan  lokasi proyek, Perum Manufaktur Energitama menawarkan keahlian dalam Industri Pulp & Kertas di sektor Manufaktur. Mereka dikenal karena inovasi dan kualitas.","Manajemen Siaran Radio;Manajemen Perkebunan Skala Besar;Komunikasi;Kesehatan Hewan & Biosecurity;Klaim Asuransi Kredit;Pemasaran & Komersial Bandara","Riset Tambahan"
"PSM678","Firma Pendidikan Inovasi","Pendidikan","Pendidikan Tinggi & Penelitian","Sekayu (Muba);Muara Enim","Sebagai pemain di industri Pendidikan, Firma Pendidikan Inovasi yang berbasis di Sekayu (Muba) dan Muara Enim mengkhususkan diri dalam Pendidikan Tinggi & Penelitian. Dedikasi pada kualitas adalah prioritas utama.","Komersial);SQL;Operasional Cabang Bank;Teknik Mesin Produksi Semen;Sistem Informasi Pelabuhan;Logistik Industri;Drainase","Analisis Internal"
